dataset	method	trial	ml	score	time
uball5d	control	6	LassoLarsCV	0.763664093877	706.1403157711029
uball5d	control	7	LassoLarsCV	0.721308475594	715.6242852210999
uball5d	lex_size	6	LassoLarsCV	0.771193883493	726.9277989864349
uball5d	lex_size	8	LassoLarsCV	0.787058595176	723.5220692157745
uball5d	lex_size	5	LassoLarsCV	0.763373649095	729.1214065551758
uball5d	lex_size	3	LassoLarsCV	0.76613198535	737.6750547885895
uball5d	lex_size	9	LassoLarsCV	0.783374245358	736.6877000331879
uball5d	lex_size	0	LassoLarsCV	0.795566038166	748.5598547458649
uball5d	lex_size	7	LassoLarsCV	0.786830062121	752.3312947750092
uball5d	control	8	LassoLarsCV	0.720688631077	764.9256119728088
uball5d	control	9	LassoLarsCV	0.78087182651	800.9792580604553
